humidity,season,holiday,workingday,weather,temp,atemp,windspeed,rent
9.0,1,0,0,1,9.84,14.395,0.0,2.833213344056216
8.94427190999916,1,0,0,1,9.02,13.635,0.0,3.7135720667043075
8.94427190999916,1,0,0,1,9.02,13.635,0.0,3.4965075614664802
8.660254037844387,1,0,0,1,9.84,14.395,0.0,2.6390573296152584
8.660254037844387,1,0,0,1,9.84,14.395,0.0,0.6931471805599453
8.660254037844387,1,0,0,2,9.84,12.88,6.0032,0.6931471805599453
8.94427190999916,1,0,0,1,9.02,13.635,0.0,1.0986122886681096
9.273618495495704,1,0,0,1,8.2,12.88,0.0,1.3862943611198906
8.660254037844387,1,0,0,1,9.84,14.395,0.0,2.197224577336219
8.717797887081348,1,0,0,1,13.12,17.425,0.0,2.70805020110221
8.717797887081348,1,0,0,1,15.58,19.695,16.9979,3.6109179126442243
9.0,1,0,0,1,14.76,16.665,19.0012,4.04305126783455
8.774964387392123,1,0,0,1,17.22,21.21,19.0012,4.442651256490317
8.48528137423857,1,0,0,2,18.86,22.725,19.9995,4.553876891600541
8.48528137423857,1,0,0,2,18.86,22.725,19.0012,4.672828834461906
8.774964387392123,1,0,0,2,18.04,21.97,19.9995,4.709530201312334
9.055385138137417,1,0,0,2,17.22,21.21,19.9995,4.543294782270004
9.055385138137417,1,0,0,2,18.04,21.97,19.0012,4.219507705176107
9.38083151964686,1,0,0,3,17.22,21.21,16.9979,3.58351893845611
9.38083151964686,1,0,0,3,17.22,21.21,16.9979,3.6375861597263857
9.327379053088816,1,0,0,2,16.4,20.455,16.9979,3.6109179126442243
9.327379053088816,1,0,0,2,16.4,20.455,12.998,3.5553480614894135
9.695359714832659,1,0,0,2,16.4,20.455,15.0013,3.3672958299864737
9.38083151964686,1,0,0,2,18.86,22.725,19.9995,3.6888794541139363
9.38083151964686,1,0,0,2,18.86,22.725,19.9995,2.8903717578961645
9.695359714832659,1,0,0,2,18.04,21.97,16.9979,2.8903717578961645
10.0,1,0,0,2,17.22,21.21,19.0012,2.3025850929940455
9.695359714832659,1,0,0,2,18.86,22.725,12.998,1.9459101490553132
9.695359714832659,1,0,0,2,18.86,22.725,12.998,1.3862943611198906
8.774964387392123,1,0,0,3,17.22,21.21,19.9995,1.0986122886681096
8.717797887081348,1,0,0,2,16.4,20.455,12.998,0.6931471805599453
8.426149773176359,1,0,0,3,16.4,20.455,15.0013,2.197224577336219
8.717797887081348,1,0,0,2,15.58,19.695,15.0013,3.044522437723423
9.0,1,0,0,2,14.76,17.425,15.0013,3.988984046564274
8.426149773176359,1,0,0,2,14.76,16.665,16.9979,4.2626798770413155
8.12403840463596,1,0,0,2,14.76,16.665,19.9995,4.543294782270004
8.12403840463596,1,0,0,2,14.76,17.425,8.9981,4.330733340286331
8.717797887081348,1,0,0,3,14.76,17.425,12.998,4.0943445622221
9.0,1,0,0,3,13.94,16.665,11.0014,4.31748811353631
8.426149773176359,1,0,0,3,13.94,16.665,11.0014,4.343805421853684
7.54983443527075,1,0,0,1,13.94,16.665,12.998,4.189654742026425
6.782329983125268,1,0,0,2,14.76,16.665,22.0028,3.988984046564274
6.48074069840786,1,0,0,1,13.12,14.395,30.0026,3.4339872044851463
6.244997998398398,1,0,0,1,12.3,13.635,23.9994,3.1354942159291497
6.6332495807108,1,0,0,1,10.66,11.365,22.0028,3.4657359027997265
6.6332495807108,1,0,0,1,9.84,10.605,19.9995,2.3025850929940455
6.855654600401044,1,0,0,1,9.02,11.365,11.0014,2.197224577336219
6.6332495807108,1,0,1,1,9.02,9.85,23.9994,1.791759469228055
6.6332495807108,1,0,1,1,8.2,8.335,27.9993,1.0986122886681096
6.855654600401044,1,0,1,1,6.56,6.82,26.0027,0.6931471805599453
6.855654600401044,1,0,1,1,6.56,6.82,19.0012,1.3862943611198906
7.0710678118654755,1,0,1,1,5.74,5.305,26.0027,3.4339872044851463
7.0710678118654755,1,0,1,1,5.74,6.82,12.998,4.174387269895637
7.0710678118654755,1,0,1,1,5.74,6.06,19.0012,5.043425116919247
6.557438524302,1,0,1,1,6.56,6.82,26.0027,4.48863636973214
6.557438524302,1,0,1,1,7.38,8.335,16.9979,3.8066624897703196
6.324555320336759,1,0,1,1,8.2,9.09,22.0028,3.951243718581427
5.916079783099616,1,0,1,1,9.02,10.605,19.9995,4.127134385045092
5.916079783099616,1,0,1,1,9.84,10.605,19.0012,4.127134385045092
5.477225575051661,1,0,1,1,10.66,12.12,19.0012,4.356708826689592
5.477225575051661,1,0,1,1,10.66,12.12,16.9979,4.290459441148391
5.477225575051661,1,0,1,1,10.66,12.12,16.9979,4.343805421853684
5.477225575051661,1,0,1,1,9.84,11.365,15.0013,5.062595033026967
5.656854249492381,1,0,1,1,9.84,12.88,7.0015,5.062595033026967
6.855654600401044,1,0,1,1,8.2,12.88,0.0,4.709530201312334
6.855654600401044,1,0,1,1,8.2,11.365,7.0015,3.9702919135521215
8.0,1,0,1,1,7.38,9.85,8.9981,3.9702919135521215
8.306623862918075,1,0,1,1,5.74,7.575,8.9981,3.044522437723423
7.416198487095663,1,0,1,1,7.38,10.605,7.0015,2.5649493574615367
7.416198487095663,1,0,1,1,6.56,9.09,7.0015,1.791759469228055
7.681145747868608,1,0,1,1,6.56,9.09,7.0015,1.0986122886681096
7.937253933193772,1,0,1,1,5.74,7.575,8.9981,0.6931471805599453
7.937253933193772,1,0,1,1,5.74,9.09,6.0032,1.0986122886681096
8.246211251235321,1,0,1,1,4.92,7.575,7.0015,1.6094379124341003
8.602325267042627,1,0,1,1,4.92,7.575,7.0015,3.6109179126442243
8.602325267042627,1,0,1,1,4.92,7.575,8.9981,4.553876891600541
8.306623862918075,1,0,1,1,5.74,7.575,11.0014,5.19295685089021
8.0,1,0,1,1,6.56,7.575,15.0013,4.61512051684126
8.306623862918075,1,0,1,2,6.56,6.82,22.0028,3.7612001156935624
7.14142842854285,1,0,1,1,9.02,10.605,19.9995,4.060443010546419
7.14142842854285,1,0,1,1,9.02,11.365,11.0014,4.3694478524670215
7.483314773547883,1,0,1,1,9.84,11.365,12.998,4.584967478670571
7.211102550927978,1,0,1,1,10.66,12.88,15.0013,4.1588830833596715
7.211102550927978,1,0,1,1,11.48,13.635,16.9979,4.189654742026425
7.0,1,0,1,1,12.3,14.395,16.9979,4.430816798843313
6.928203230275509,1,0,1,1,11.48,13.635,15.0013,5.361292165709425
6.928203230275509,1,0,1,1,10.66,12.88,12.998,5.2094861528414205
6.928203230275509,1,0,1,1,9.84,12.88,7.0015,4.727387818712341
6.928203230275509,1,0,1,1,9.84,12.88,7.0015,4.007333185232471
8.0,1,0,1,1,9.02,13.635,0.0,3.8918202981106265
8.0,1,0,1,1,9.02,12.88,6.0032,3.58351893845611
8.306623862918075,1,0,1,1,8.2,11.365,6.0032,2.4849066497880004
8.0,1,0,1,1,8.2,12.88,0.0,1.9459101490553132
8.602325267042627,1,0,1,1,6.56,9.85,6.0032,1.9459101490553132
8.602325267042627,1,0,1,1,6.56,9.85,6.0032,1.0986122886681096
6.928203230275509,1,0,1,1,9.84,11.365,15.0013,1.0986122886681096
6.855654600401044,1,0,1,1,9.02,11.365,11.0014,1.3862943611198906
6.855654600401044,1,0,1,1,8.2,9.85,15.0013,3.526360524616161
6.557438524302,1,0,1,1,7.38,9.09,12.998,4.48863636973214
6.324555320336759,1,0,1,1,8.2,9.09,19.9995,5.278114659230517
6.082762530298219,1,0,1,1,9.02,9.85,22.0028,4.7535901911063645
6.082762530298219,1,0,1,1,9.02,9.85,22.0028,4.060443010546419
5.744562646538029,1,0,1,1,10.66,11.365,22.0028,3.8501476017100584
5.744562646538029,1,0,1,1,10.66,11.365,22.0028,4.382026634673881
5.477225575051661,1,0,1,1,11.48,12.88,19.9995,4.276666119016055
5.291502622129181,1,0,1,1,12.3,14.395,12.998,4.143134726391533
